ID,Smiles,Tg,Polymer type
P030146.mol,*C(C*)OC(=O)C(CC(C)(C)C)(C)C,55.0,Polyvinyls
P030147.mol,*C(C*)OC(=O)c1cnccc1,86.5,Polyvinyls
P030148.mol,*C(C*)OC(=O)c1cc(ccc1)[N+](=O)[O-],93.0,Polyvinyls
P030149.mol,*C(C*)OC(=O)c1ccc(cc1)[N+](=O)[O-],122.0,Polyvinyls
P030150.mol,*C(C*)OC(=O)c1ccc(cc1)c1ccccc1,84.5,Polyvinyls
P030151.mol,*C(C*)OC(=O)C(C)(C)C,86.0,Polyvinyls
P030152.mol,*C(C*)OC(=O)c1ccc(cc1)OC(=O)CC,71.5,Polyvinyls
P030153.mol,*C(C*)OC(=O)CCCC(=O)c1ccc(cc1)C,40.0,Polyvinyls
P030157.mol,*C(C*)C1=NC(C(=O)O1)(C)C,92.0,Polyvinyls
P030158.mol,*C(C*)(C1=NC(C(=O)O1)(C)C)C,165.0,Polyvinyls
P030161.mol,*C(C*)OC(=O)CCC,-10.1,Polyvinyls
P030163.mol,*C(C*)OC(C(F)(F)F)(C(F)(F)F)F,60.0,Polyvinyls
P030166.mol,*C(C*)OC(=O)CCl,18.99,Polyvinyls
P030168.mol,*C(C*)c1sccc1,71.0,"Polystyrenes, Polyvinyls"
P030177.mol,*C(C*)(CC(=O)OCCCCCCC)C(=O)OCCCCCCC,-23.67,"Polyacrylics, Polyvinyls"
P030178.mol,*C(C*)OC(=O)C1CCCC1,36.0,Polyvinyls
P030179.mol,*C(C*)OC(=O)C1(CCCCC1)C,86.0,Polyvinyls
P030180.mol,*C(C*)P(=O)(c1ccccc1)c1ccccc1,127.5,Polyvinyls
P030181.mol,*C(C*)P(=O)(OCC)N(C)C,32.0,Polyvinyls
P030182.mol,*C(C*)P(=O)(N(C)C)Oc1ccccc1,27.0,Polyvinyls
P030183.mol,*C(C*)c1nc(nc(n1)C)C,70.0,"Polystyrenes, Polyvinyls"
P030188.mol,*C(=C(*)C)c1ccccc1,200.0,Polyvinyls
P030192.mol,*C(C(C(C*)OC)C(=O)O)C(=O)O,134.67,Polyvinyls
P030195.mol,*C(=CCCC*)c1ccc(cc1)OC,11.0,Polyvinyls
P030196.mol,*C(=CCCC*)c1ccccc1,0.0,Polyvinyls
P030197.mol,*C(=CCCC*)c1ccc(cc1)Cl,16.0,Polyvinyls
P030198.mol,*C(=C(*)C)[Si](C)(C)C,198.3,Polyvinyls
P034237.mol,*C(C*)CNc1ccc(cc1)[N+](=O)[O-],140.25,Polyvinyls
P034238.mol,*C(C*)CNc1ncc(cc1)[N+](=O)[O-],151.0,Polyvinyls
P034239.mol,*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])C,151.0,Polyvinyls
P034240.mol,*C(C*)CNc1cc(c(cc1)[N+](=O)[O-])C(F)(F)F,153.0,Polyvinyls
P034241.mol,*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])[N+](=O)[O-],160.0,Polyvinyls
P034359.mol,*C1C(C(C(C1)C*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,14.5,Polyvinyls
P034360.mol,*C1C(CC(C1)C*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,30.5,Polyvinyls
P034361.mol,*C1C(CC(C1)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)CC*,24.0,Polyvinyls
P034424.mol,*C(C*)n1cncc1,167.93,Polyvinyls
P034597.mol,*C(C*)C(=O)c1ccc(cc1)Br,101.5,Polyvinyls
P034603.mol,*C(C*)OC(=O)CC1CCCC1,-3.0,Polyvinyls
P039005.mol,*C(C*)N1C(=O)CCC1,143.16,Polyvinyls
P039028.mol,*C1C(C2C(C1)C(C(C2)CC*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,23.5,Polyvinyls
P040001.mol,*C(C*)C(=O)O,112.62,"Polyacrylics, Polyvinyls"
P040002.mol,*C(C*)C(=O)OC,10.78,"Polyacrylics, Polyvinyls"
P040003.mol,*C(C*)C(=O)OCC,-9.27,"Polyacrylics, Polyvinyls"
P040004.mol,*C(C*)C(=O)OCCC,-41.5,"Polyacrylics, Polyvinyls"
P040005.mol,*C(C*)C(=O)OC(C)C,-8.38,"Polyacrylics, Polyvinyls"
P040006.mol,*C(C*)C(=O)OCCCC,-31.07,"Polyacrylics, Polyvinyls"
P040007.mol,*C(C*)C(=O)OCC(C)C,25.0,"Polyacrylics, Polyvinyls"
