PID,TdValue,Smiles
P432525,451,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)OCCCCCCCCCCCCOc2ccc(cc2)*)cc1
P432567,477.05,*c1c2C(=O)N(C(=O)c2c(c2ccccc12)c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1cc(ccc1)P(=O)(O)O
P432571,533,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)*)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)cc1
P432572,530,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)cc1
P432573,517,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)cc1
P432574,522,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(ccc1)P(=O)(c1cc(ccc1)*)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
P432575,525,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)*)c2ccc(cc2)C(F)(F)F)cc1
P432576,527,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)c2ccc(cc2)C(F)(F)F)cc1
P432577,512,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)c2ccc(cc2)C(F)(F)F)cc1
P432578,530,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(ccc1)P(=O)(c1cc(ccc1)*)c1ccc(cc1)C(F)(F)F
P432579,526,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)*)c2ccccc2)cc1
P432596,489,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C2(C3C4C(CCC4)C(C2)C3)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2c(cc(c(c2)C(C)(C)C)Oc2ccc(cc2)NC(=O)*)C(C)(C)C)cc1
P432597,490,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C2(C3C4C(CCC4)C(C2)C3)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2cc(c(cc2)c2c(cc(cc2)Oc2ccc(cc2)NC(=O)*)C)C)cc1
P432598,489,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C2(C3C4C(CCC4)C(C2)C3)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2ccc(cc2)NC(=O)*)(C(F)(F)F)C(F)(F)F)cc1
P432599,471,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C2(C3C4C(CCC4)C(C2)C3)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2c(cc(cc2C)C(c2cc(c(c(c2)C)Oc2ccc(cc2)NC(=O)*)C)(C)C)C)cc1
P432691,444,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)NC(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1
P432750,521,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)*)cc1
P432775,478,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2c(ccc(c2)Oc2cc(ccc2)*)P(=O)(c2ccccc2)c2ccccc2)cc1
P432776,494,*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2c(ccc(c2)Oc2cc(ccc2)*)P(=O)(c2ccccc2)c2ccccc2)cc1
P432777,465,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2c(ccc(c2)Oc2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)P(=O)(c2ccccc2)c2ccccc2)cc1
P432778,471,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2c(ccc(c2)Oc2cc(ccc2)*)P(=O)(c2ccccc2)c2ccccc2)cc1
P432779,430,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(ccc1)Oc1c(ccc(c1)Oc1cc(ccc1)*)P(=O)(c1ccccc1)c1ccccc1
P432787,518,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(c2cc(ccc2)*)(c2ccccc2)C(F)(F)F)cc1
P432788,518,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)(c2ccccc2)C(F)(F)F)cc1
P432789,511,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(c2ccccc2)C(F)(F)F)cc1
P432823,478.5,*N1C(=O)C2C(C1=O)CC(CC2)C1CC2C(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)*)CC1
P432824,475,*N1C(=O)C2C(C1=O)CC(CC2)C1CC2C(C(=O)N(C2=O)c2ccc(cc2)Cc2ccc(cc2)*)CC1
P432825,481,*N1C(=O)C2C(C1=O)CC(CC2)C1CC2C(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)*)CC1
P432826,479.5,*N1C(=O)C2C(C1=O)CC(CC2)C1CC2C(C(=O)N(C2=O)c2ccc(cc2)Oc2cc(ccc2)Oc2ccc(cc2)*)CC1
P432827,484,*N1C(=O)C2C(C1=O)CC(CC2)C1CC2C(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2ccc(cc2)*)(C)C)CC1
P432828,476,*N1C(=O)C2C(C1=O)CC(CC2)C1CC2C(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)Oc2ccc(cc2)*)CC1
P432829,479,*N1C(=O)C2C(C1=O)CC(CC2)C1CC2C(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)*)CC1
P432830,466,*N1C(=O)C2C(C1=O)CC(CC2)C1CC2C(C(=O)N(C2=O)c2cc(ccc2)*)CC1
P432834,698,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1c(cc(cc1)c1cc(c(cc1)*)OCCCCCCOc1ccc(cc1)/C=C/c1ccc(cc1)F)OCCCCCCOc1ccc(cc1)/C=C/c1ccc(cc1)F
P432835,626,*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)c2cc(c(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)OCCCCCCOc2ccc(cc2)/C=C/c2ccc(cc2)F)OCCCCCCOc2ccc(cc2)/C=C/c2ccc(cc2)F)cc1
P432836,622,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2c(cc(cc2)c2cc(c(cc2)*)OCCCCCCOc2ccc(cc2)/C=C/c2ccc(cc2)F)OCCCCCCOc2ccc(cc2)/C=C/c2ccc(cc2)F)cc1
P432837,578,*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)c2cc(c(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)OCCCCCCOc2ccc(cc2)/C=C/c2ccc(cc2)F)OCCCCCCOc2ccc(cc2)/C=C/c2ccc(cc2)F)cc1
P432872,475,*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)c2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C)C)cc1
P432873,495,*c1cc2c(C(=O)N(C2=O)c2c(c3c(C(CC3)(C)C)c(c2C)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C)cc1
P432878,245,*c1nc(ccc1)N1C(=O)N(C(=O)C1=O)CCCCCCN1C(=O)N(C(=O)C1=O)*
P432879,233.3333333,*c1nc(ccc1)N1C(=O)N(C(=O)C1=O)c1ccc(cc1)Cc1ccc(cc1)N1C(=O)N(C(=O)C1=O)*
P432880,550,*N1C(=O)c2c(C1=O)cc(c(c2)c1ccc(cc1)C(C)(C)C)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)*)cc1c1ccc(cc1)C(C)(C)C
P432881,540,*N1C(=O)c2c(C1=O)cc(c(c2)c1ccc(cc1)C(C)(C)C)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Cc2ccc(cc2)*)cc1c1ccc(cc1)C(C)(C)C
P432882,549,*N1C(=O)c2c(C1=O)cc(c(c2)c1ccc(cc1)C(C)(C)C)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(c2ccc(cc2)*)(C(F)(F)F)C(F)(F)F)cc1c1ccc(cc1)C(C)(C)C
P432883,552,*N1C(=O)c2c(C1=O)cc(c(c2)c1ccc(cc1)[Si](C)(C)C)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)*)cc1c1ccc(cc1)[Si](C)(C)C
P432884,542,*N1C(=O)c2c(C1=O)cc(c(c2)c1ccc(cc1)[Si](C)(C)C)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Cc2ccc(cc2)*)cc1c1ccc(cc1)[Si](C)(C)C
P432885,543,*N1C(=O)c2c(C1=O)cc(c(c2)c1ccc(cc1)[Si](C)(C)C)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(c2ccc(cc2)*)(C(F)(F)F)C(F)(F)F)cc1c1ccc(cc1)[Si](C)(C)C
P432989,533,*n1c(=O)c2c(c3c(c(c2c1=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c(=O)n(c3=O)c1cc(ccc1)P(=O)(c1cc(ccc1)*)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
P432990,525,*n1c(=O)c2c(c3c(c(c2c1=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c(=O)n(c3=O)c1cc(ccc1)P(=O)(c1cc(ccc1)*)c1ccc(cc1)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
P432991,521,*n1c(=O)c2c(c3c(c(c2c1=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c(=O)n(c3=O)c1cc(ccc1)P(=O)(c1cc(ccc1)*)c1ccccc1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
P432992,525,*n1c(=O)c2c(c3c(c(c2c1=O)c1ccc(cc1)C(F)(F)F)c(=O)n(c3=O)c1cc(ccc1)P(=O)(c1cc(ccc1)*)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1ccc(cc1)C(F)(F)F
P432993,516,*n1c(=O)c2c(c3c(c(c2c1=O)c1ccc(cc1)C(F)(F)F)c(=O)n(c3=O)c1cc(ccc1)P(=O)(c1cc(ccc1)*)c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F
P432994,510,*n1c(=O)c2c(c3c(c(c2c1=O)c1ccc(cc1)C(F)(F)F)c(=O)n(c3=O)c1cc(ccc1)P(=O)(c1cc(ccc1)*)c1ccccc1)c1ccc(cc1)C(F)(F)F
P432995,517,*n1c(=O)c2c(c3c(c(c2c1=O)c1ccccc1)c(=O)n(c3=O)c1cc(ccc1)P(=O)(c1cc(ccc1)*)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1ccccc1
P432996,506,*n1c(=O)c2c(c3c(c(c2c1=O)c1ccccc1)c(=O)n(c3=O)c1cc(ccc1)P(=O)(c1cc(ccc1)*)c1ccc(cc1)C(F)(F)F)c1ccccc1
P432997,503,*n1c(=O)c2c(c3c(c(c2c1=O)c1ccccc1)c(=O)n(c3=O)c1cc(ccc1)P(=O)(c1cc(ccc1)*)c1ccccc1)c1ccccc1
P433005,500,*N1C(=O)c2c(C1=O)c(ccc2)Oc1c2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)*)ccc1
P433006,505,*N1C(=O)c2c(C1=O)c(ccc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)*)cc1
P433007,493,*N1C(=O)c2c(C1=O)c(ccc2)Oc1c2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)*)ccc1
P433008,486,*N1C(=O)c2c(C1=O)c(ccc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)*)cc1
P433017,438,*N1C(=O)C2CCC3C(C2C1=O)C(=O)N(C3=O)c1ccc(cc1)Oc1ccc(cc1)*
P433018,443.5,*N1C(=O)C2CCC3C(C2C1=O)C(=O)N(C3=O)c1ccc(cc1)Cc1ccc(cc1)*
P433019,429,*N1C(=O)C2CCC3C(C2C1=O)C(=O)N(C3=O)c1c(cc(cc1)Cc1cc(c(cc1)*)C)C
P433020,422,*N1C(=O)C2CCC3C(C2C1=O)C(=O)N(C3=O)c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)*
P433021,437.5,*N1C(=O)C2CCC3C(C2C1=O)C(=O)N(C3=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(C)C
P433023,530,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2c(c3c(C(CC3)(C)C)c(c2C)*)C)cc1
P433024,570,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2c(c3c(C(CC3)(C)C)c(c2C)*)C)cc1
P433025,530,*c1cc2c(C(=O)N(C2=O)c2c(c3c(C(CC3)(C)C)c(c2C)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)cc1
P433071,354,*C1C(=O)N(C(=O)C1*)c1ccc(cc1)O[Si](C)(C)C
P433072,380,*C1C(=O)N(C(=O)C1*)c1ccc(cc1)O[Si](c1ccccc1)(c1ccccc1)c1ccccc1
P433073,351,*C1C(=O)N(C(=O)C1*)c1ccc(cc1)O[Si](C(C)(C)C)(C)C
P433074,372,*C1C(=O)N(C(=O)C1*)c1ccc(cc1)O[Si](CC)(CC)CC
P433075,249,*C1C(=O)N(C(=O)C1*)c1cc(c(c(c1)Br)O[Si](C)(C)C)Br
P433076,233,*C1C(=O)N(C(=O)C1*)c1cc(c(c(c1)Br)O[Si](c1ccccc1)(c1ccccc1)c1ccccc1)Br
P433077,235,*C1C(=O)N(C(=O)C1*)c1cc(c(c(c1)Br)O[Si](C(C)(C)C)(C)C)Br
P433078,230,*C1C(=O)N(C(=O)C1*)c1cc(c(c(c1)Br)O[Si](CC)(CC)CC)Br
P433086,430,*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2c(cc(cc2C)Cc2cc(c(c(c2)C)NC(=O)*)C)C)N=Nc2ccc(cc2)C)cc1
P433087,430,*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2c(cc(cc2C)Cc2cc(c(c(c2)C)NC(=O)*)C)C)N=Nc2ccc(cc2)F)cc1
P433088,410,*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2c(cc(cc2C)Cc2cc(c(c(c2)C)NC(=O)*)C)C)N=Nc2ccc(cc2)OC(F)(F)F)cc1
P433089,380,*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2c(cc(cc2C)Cc2cc(c(c(c2)C)NC(=O)*)C)C)N=Nc2ccc(cc2)[N+](=O)[O-])cc1
P433090,460,*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Cc2ccc(cc2)NC(=O)*)N=Nc2ccc(cc2)C)cc1
P433091,390,*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2c(cc(cc2)Cc2cc(c(cc2)NC(=O)*)C)C)N=Nc2ccc(cc2)C)cc1
P433092,420,*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2c(cc(cc2CC)Cc2cc(c(c(c2)CC)NC(=O)*)CC)CC)N=Nc2ccc(cc2)C)cc1
P433120,472,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(c2ccc(cc2)C(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)(C)C)(C)C)cc1
P433145,500,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)c2ccc(cc2)Oc2ccc(cc2)C23CC4CC(CC(C2)C4)C3)cc1
P433146,508,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)c2ccc(cc2)Oc2ccc(cc2)C23CC4CC(CC(C2)C4)C3)cc1
P433147,509,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)*)c2ccc(cc2)Oc2ccc(cc2)C23CC4CC(CC(C2)C4)C3)cc1
P433148,523,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(ccc1)P(=O)(c1cc(ccc1)*)c1ccc(cc1)Oc1ccc(cc1)C12CC3CC(CC(C1)C3)C2
P433153,350,*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2CC)Cc2cc(c(c(c2)CC)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2c(ccc(c2)NC(=O)*)N=Nc2ccc(cc2)[N+](=O)[O-])CC)CC)cc1
P433154,400,*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)Cc2cc(c(c(c2)C)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2c(ccc(c2)NC(=O)*)N=Nc2ccc(cc2)[N+](=O)[O-])C)C)cc1
P433155,370,*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)Cc2cc(c(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2c(ccc(c2)NC(=O)*)N=Nc2ccc(cc2)[N+](=O)[O-])C)C)cc1
P433156,400,*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)c2cc(c(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2c(ccc(c2)NC(=O)*)N=Nc2ccc(cc2)[N+](=O)[O-])C)C)cc1
P433157,350,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Cc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2c(ccc(c2)NC(=O)*)N=Nc2ccc(cc2)[N+](=O)[O-])cc1
P433158,370,*c1cc2c(C(=O)N(C2=O)c2c(c(c(c(c2C)C)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2c(ccc(c2)NC(=O)*)N=Nc2ccc(cc2)[N+](=O)[O-])C)C)cc1
P433159,380,*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)c2cc(c(c(c2)C)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2c(ccc(c2)NC(=O)*)N=Nc2ccc(cc2)[N+](=O)[O-])C)C)cc1
P433160,480,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2c(cc(c(c2C)C(=O)c2cc(ccc2)*)C)C)cc1
P433161,480,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2c(cc(c(c2C)C(=O)c2cc(ccc2)*)C)C)cc1
P433162,460,*c1cc2c(C(=O)N(C2=O)c2c(cc(c(c2C)C(=O)c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C)C)cc1
P433163,480,*c1cc2c(C(=O)N(C2=O)c2c(cc(c(c2C)C(=O)c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)C)cc1
P433171,522,*n1c(=O)c2c(c3c(cc2c1=O)c(=O)n(c3=O)c1cc(ccc1)P(=O)(c1cc(ccc1)*)c1ccccc1)c1ccc(cc1)C(F)(F)F
P433174,522,*n1c(=O)c2c(c3c(cc2c1=O)c(=O)n(c3=O)c1cc(ccc1)P(=O)(c1cc(ccc1)*)c1ccccc1)c1ccccc1
P433264,422.5,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)N2C(=O)N(C(=O)C2(CC)C)C(=O)*)c2ccccc2)cc1
P433268,325,*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)C12CC3(CC(CC(C1)C3)C2)*
P433269,328,*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)C12CC3C(C(CC(C1)C3)C2)C1C2CC3(CC(CC1C3)C2)*
P433270,264,*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)C(C*)C
P433271,270,*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)CCC*
P433272,259,*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)CCCC*
P433273,242,*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)CCCCCCCCCC*
P433274,343,*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)C1C(CCCC1)*
P433275,347,*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)C1CCC(CC1)*
P433276,358,*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)C1CCC(CC1)CC1CCC(CC1)*
P433277,326,*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)C1C(CC(CC1)CC1CC(C(CC1)*)C)C
P433324,370,*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)C(c2cc(c(cc2)OCCCCCCOc2ccc(cc2)N=Nc2ccc(cc2)OCCCC)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)OCCCCCCOc2ccc(cc2)N=Nc2ccc(cc2)OCCCC)cc1
P433325,370,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2c(ccc(c2)C(c2cc(c(cc2)OCCCCCCOc2ccc(cc2)N=Nc2ccc(cc2)OCCCC)NC(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)OCCCCCCOc2ccc(cc2)N=Nc2ccc(cc2)OCCCC)cc1
P433326,370,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2c(ccc(c2)C(c2cc(c(cc2)OCCCCOc2ccc(cc2)N=Nc2ccc(cc2)c2ccccc2)NC(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)OCCCCOc2ccc(cc2)N=Nc2ccc(cc2)c2ccccc2)cc1
P433327,487,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2ccc(cc2)C(=O)c2nc(ccc2)C(=O)c2ccc(cc2)Oc2c(cc(cc2)*)C(F)(F)F)C(F)(F)F)cc1
P433328,508,*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2ccc(cc2)C(=O)c2nc(ccc2)C(=O)c2ccc(cc2)Oc2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1
P433329,531,*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2ccc(cc2)C(=O)c2nc(ccc2)C(=O)c2ccc(cc2)Oc2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C(F)(F)F)C(F)(F)F)cc1
P433330,543,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(c(cc1)Oc1ccc(cc1)C(=O)c1nc(ccc1)C(=O)c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)C(F)(F)F
P433341,530,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1nc(ccc1)*
P433368,360,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(c2ccc(cc2)C(c2ccc(cc2)*)(C)C)(C)C)cc1
P433373,466.6,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)Sc1ccc(cc1)Sc1ccc(cc1)Sc1ccc(cc1)*
P433374,458.2,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)Sc1cc2Sc3c(Sc2cc1)cc(cc3)Sc1ccc(cc1)*
P433376,494,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C2(c3ccccc3-c3ccccc23)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)C2(c3ccccc3-c3ccccc23)c2ccc(cc2)NC(=O)*)cc1
P433377,483,*c1cc2c(C(=O)N(C2=O)c2c3c(ccc2)c(ccc3)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)C2(c3ccccc3-c3ccccc23)c2ccc(cc2)NC(=O)*)cc1
P433379,452,*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)c2cc(c(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)C2(c3ccccc3-c3ccccc23)c2ccc(cc2)NC(=O)*)OC)OC)cc1
P433380,475,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)C2(c3ccccc3-c3ccccc23)c2ccc(cc2)NC(=O)*)cc1
